Component_ID,Lot_ID,True_Class,Anomaly_Score,IF_Prediction,Predicted_Anomaly
C35-052,L35,NORMAL,-0.11682079796748984,1,0
C25-011,L25,NORMAL,-0.08313460954401031,1,0
C47-015,L47,NORMAL,-0.09538593084891767,1,0
C33-085,L33,NORMAL,-0.12336739957539372,1,0
C29-026,L29,NORMAL,-0.0815643440954043,1,0
C33-008,L33,NORMAL,-0.05603884212575505,1,0
C08-045,L08,NORMAL,-0.04900842958978174,1,0
C19-087,L19,NORMAL,-0.11065075680003211,1,0
C39-009,L39,NORMAL,-0.10102746164889687,1,0
C17-044,L17,OBVIOUS_FAILURE,0.1922328748126726,-1,1
C30-032,L30,NORMAL,-0.12854178861316728,1,0
C39-081,L39,NORMAL,-0.075619122518443,1,0
C05-014,L05,NORMAL,-0.06968937287527349,1,0
C26-038,L26,NORMAL,-0.08450913825797363,1,0
C26-099,L26,NORMAL,-0.11593614121626322,1,0
C24-042,L24,NORMAL,-0.10678685976652319,1,0
C22-043,L22,NORMAL,-0.09771753501154562,1,0
C46-046,L46,NORMAL,-0.1180623549216705,1,0
C24-017,L24,NORMAL,-0.12308125591390062,1,0
C22-099,L22,NORMAL,-0.12247733622778356,1,0
C04-086,L04,LATENT_DEFECT,0.04235351942763177,-1,1
C39-017,L39,LATENT_DEFECT,0.02784613551368187,-1,1
C25-082,L25,NORMAL,-0.10595140518539659,1,0
C45-027,L45,NORMAL,-0.08459580451187854,1,0
C16-069,L16,NORMAL,-0.13448115938504285,1,0
C21-015,L21,NORMAL,-0.07405890905177903,1,0
C05-029,L05,NORMAL,-0.09765266999084221,1,0
C25-065,L25,LATENT_DEFECT,0.0715431010315819,-1,1
C50-002,L50,NORMAL,-0.0901138713141354,1,0
C27-089,L27,NORMAL,-0.07169361533716412,1,0
C18-092,L18,NORMAL,-0.12664524852735726,1,0
C38-022,L38,NORMAL,-0.12268758821612302,1,0
C25-060,L25,NORMAL,-0.04371535786087499,1,0
C08-008,L08,NORMAL,-0.04456189178805792,1,0
C08-084,L08,NORMAL,-0.07790137119418183,1,0
C05-051,L05,NORMAL,-0.07377136485957642,1,0
C25-018,L25,NORMAL,-0.08436817782454331,1,0
C26-052,L26,NORMAL,-0.11901642762633091,1,0
C27-064,L27,NORMAL,-0.1290601467125957,1,0
C44-087,L44,NORMAL,-0.14120790541983186,1,0
C10-027,L10,NORMAL,-0.12040507775853093,1,0
C10-095,L10,NORMAL,-0.10530581828004426,1,0
C24-008,L24,NORMAL,-0.07750970502779425,1,0
C31-028,L31,NORMAL,-0.12793556187104255,1,0
C33-075,L33,NORMAL,-0.09716815593751232,1,0
C24-009,L24,NORMAL,-0.1116289469194926,1,0
C41-077,L41,LATENT_DEFECT,0.00470900428968557,-1,1
C43-031,L43,LATENT_DEFECT,-0.01170614267997061,1,0
C48-020,L48,NORMAL,-0.10752613997282778,1,0
C27-034,L27,NORMAL,-0.11628811096180941,1,0
C24-040,L24,NORMAL,-0.07061079758674732,1,0
C29-029,L29,NORMAL,-0.07720007064715956,1,0
C40-048,L40,NORMAL,-0.08263123842005415,1,0
C06-076,L06,NORMAL,-0.06429085258698031,1,0
C10-090,L10,NORMAL,-0.11521928379132329,1,0
C28-072,L28,NORMAL,-0.11534266841501756,1,0
C24-030,L24,NORMAL,-0.10162845064259146,1,0
C16-091,L16,NORMAL,-0.11183176839789338,1,0
C47-092,L47,NORMAL,-0.08974859462690243,1,0
C38-043,L38,NORMAL,-0.1060620550527327,1,0
C27-087,L27,NORMAL,-0.09454924632481793,1,0
C39-032,L39,LATENT_DEFECT,0.051756312941615534,-1,1
C40-081,L40,OBVIOUS_FAILURE,0.22800374469097362,-1,1
C50-044,L50,NORMAL,-0.09085946913378479,1,0
C21-059,L21,NORMAL,-0.08528374650750142,1,0
C05-019,L05,OBVIOUS_FAILURE,0.20304528748028627,-1,1
C21-025,L21,NORMAL,-0.09169418457401807,1,0
C39-063,L39,NORMAL,-0.10650259389706102,1,0
C06-082,L06,NORMAL,-0.099688001480005,1,0
C41-008,L41,NORMAL,-0.12352049739295029,1,0
C25-017,L25,NORMAL,-0.12996013910318838,1,0
C42-065,L42,NORMAL,-0.10255048000745348,1,0
C19-069,L19,NORMAL,-0.12245039773052852,1,0
C28-063,L28,NORMAL,-0.12855092474469937,1,0
C47-005,L47,NORMAL,-0.07394671687883325,1,0
C32-010,L32,LATENT_DEFECT,0.0035384151876529657,-1,1
C16-020,L16,NORMAL,-0.07476900354045496,1,0
C43-073,L43,NORMAL,-0.10541144295757232,1,0
C05-056,L05,NORMAL,-0.056641907738650576,1,0
C33-065,L33,NORMAL,-0.1020804848430727,1,0
C08-005,L08,NORMAL,-0.07649746678874997,1,0
C41-028,L41,NORMAL,-0.0912302534261577,1,0
C44-075,L44,NORMAL,-0.09571549989373052,1,0
C45-052,L45,NORMAL,-0.10750936062923283,1,0
C50-097,L50,NORMAL,-0.09419970778651776,1,0
C45-045,L45,NORMAL,-0.10515555768135137,1,0
C25-008,L25,NORMAL,-0.10111987246024279,1,0
C30-092,L30,NORMAL,-0.11562716540917989,1,0
C11-076,L11,NORMAL,-0.11993115152603218,1,0
C35-093,L35,NORMAL,-0.11951457381820196,1,0
C47-069,L47,NORMAL,-0.06812454249840355,1,0
C45-060,L45,NORMAL,-0.08511255689837682,1,0
C24-100,L24,NORMAL,-0.09503566186442591,1,0
C31-057,L31,NORMAL,-0.10038166177730246,1,0
C30-048,L30,LATENT_DEFECT,0.0340184652513289,-1,1
C44-011,L44,NORMAL,-0.0972806420171704,1,0
C33-068,L33,NORMAL,-0.10654784184228566,1,0
C18-044,L18,NORMAL,-0.1329832296702415,1,0
C29-037,L29,LATENT_DEFECT,0.016495066008620163,-1,1
C06-070,L06,NORMAL,-0.0815693595381346,1,0
C16-030,L16,NORMAL,-0.06547247963913616,1,0
C21-034,L21,NORMAL,-0.0922330412614279,1,0
C41-072,L41,NORMAL,-0.09234732425360725,1,0
C06-087,L06,NORMAL,-0.10203677707659475,1,0
C25-027,L25,NORMAL,-0.08563323089358565,1,0
C40-088,L40,NORMAL,-0.11740446882353639,1,0
C08-001,L08,NORMAL,-0.08151563595862238,1,0
C30-075,L30,NORMAL,-0.12808308835626364,1,0
C26-048,L26,NORMAL,-0.08888320100476049,1,0
C26-073,L26,OBVIOUS_FAILURE,0.22686977335128777,-1,1
C43-026,L43,NORMAL,-0.04797695341099123,1,0
C33-073,L33,NORMAL,-0.10664201390332678,1,0
C30-019,L30,NORMAL,-0.11716042498448859,1,0
C04-066,L04,OBVIOUS_FAILURE,0.15477207477769994,-1,1
C40-097,L40,NORMAL,-0.09430464032245023,1,0
C18-091,L18,NORMAL,-0.08756420633472345,1,0
C42-013,L42,NORMAL,-0.1042385888213761,1,0
C45-041,L45,NORMAL,-0.11896460903479467,1,0
C35-012,L35,NORMAL,-0.08125587412873114,1,0
C43-100,L43,NORMAL,-0.12537418029869402,1,0
C06-031,L06,NORMAL,-0.11946343575281981,1,0
C11-004,L11,NORMAL,-0.12162926556324904,1,0
C28-076,L28,NORMAL,-0.10084986413128172,1,0
C41-058,L41,NORMAL,-0.07601568147850685,1,0
C27-026,L27,NORMAL,-0.1194487551295837,1,0
C31-092,L31,NORMAL,-0.05372173905741223,1,0
C39-052,L39,NORMAL,-0.09753136783567079,1,0
C21-005,L21,NORMAL,-0.06535520938061468,1,0
C18-037,L18,NORMAL,-0.11290681169105232,1,0
C46-039,L46,NORMAL,-0.09070383819511751,1,0
C08-075,L08,LATENT_DEFECT,0.04841356355060644,-1,1
C29-028,L29,NORMAL,-0.0931533071840413,1,0
C39-074,L39,NORMAL,-0.1105699637755706,1,0
C41-025,L41,NORMAL,-0.12679348776827765,1,0
C19-040,L19,NORMAL,-0.11044619227143726,1,0
C25-022,L25,NORMAL,-0.07743045665716941,1,0
C44-041,L44,NORMAL,-0.11577164846266991,1,0
C17-052,L17,NORMAL,-0.10939578950462775,1,0
C04-100,L04,NORMAL,-0.07725435666934388,1,0
C27-044,L27,LATENT_DEFECT,-0.017163195055464764,1,0
C35-007,L35,NORMAL,-0.06505681137381208,1,0
C18-067,L18,NORMAL,-0.12822137704191677,1,0
C19-011,L19,NORMAL,-0.0856803728849877,1,0
C30-033,L30,NORMAL,-0.08297018035615339,1,0
C27-076,L27,NORMAL,-0.12197647554732277,1,0
C11-030,L11,NORMAL,-0.11040500230055816,1,0
C24-061,L24,NORMAL,-0.10428476212800802,1,0
C33-054,L33,NORMAL,-0.10685967392093781,1,0
C16-037,L16,NORMAL,-0.13502845654508844,1,0
C24-070,L24,NORMAL,-0.09496320794866175,1,0
C05-086,L05,NORMAL,-0.09184244833126787,1,0
C50-035,L50,NORMAL,-0.08019510247562123,1,0
C28-045,L28,NORMAL,-0.11642699252181926,1,0
C31-037,L31,NORMAL,-0.09478954080023694,1,0
C19-032,L19,NORMAL,-0.11921201405593523,1,0
C26-042,L26,NORMAL,-0.08744750252576305,1,0
C50-086,L50,NORMAL,-0.09844021793656765,1,0
C43-044,L43,NORMAL,-0.10517396539626173,1,0
C27-036,L27,NORMAL,-0.08657987499839831,1,0
C31-027,L31,LATENT_DEFECT,0.008142890720324814,-1,1
C48-025,L48,NORMAL,-0.11113048536755787,1,0
C24-074,L24,LATENT_DEFECT,0.03823714720600968,-1,1
C39-025,L39,NORMAL,-0.10648677873880635,1,0
C16-008,L16,NORMAL,-0.11119570612093166,1,0
C30-067,L30,NORMAL,-0.10812201152494161,1,0
C32-079,L32,NORMAL,-0.126439705181354,1,0
C05-052,L05,NORMAL,-0.07076044564585077,1,0
C29-076,L29,NORMAL,-0.0880583891447495,1,0
C40-011,L40,NORMAL,-0.13151172823302626,1,0
C30-038,L30,LATENT_DEFECT,0.019870920083370103,-1,1
C35-049,L35,NORMAL,-0.08320040359045083,1,0
C17-032,L17,LATENT_DEFECT,0.03171674480394071,-1,1
C45-046,L45,LATENT_DEFECT,-0.002557373173088906,1,0
C35-035,L35,NORMAL,-0.09722380692836075,1,0
C46-083,L46,OBVIOUS_FAILURE,0.1372750076656445,-1,1
C04-024,L04,NORMAL,-0.08912816953569502,1,0
C44-039,L44,NORMAL,-0.11753167228099065,1,0
C05-059,L05,OBVIOUS_FAILURE,0.24596081613684706,-1,1
C18-062,L18,NORMAL,-0.1256193014137576,1,0
C32-025,L32,NORMAL,-0.14403017335392443,1,0
C19-003,L19,OBVIOUS_FAILURE,0.15879654891527273,-1,1
C31-074,L31,NORMAL,-0.10971640862288556,1,0
C24-031,L24,NORMAL,-0.07490785408265282,1,0
C41-038,L41,NORMAL,-0.08812681161160535,1,0
C10-045,L10,NORMAL,-0.10656218592348576,1,0
C50-027,L50,NORMAL,-0.11435999366424765,1,0
C17-055,L17,NORMAL,-0.09641109018412097,1,0
C19-024,L19,NORMAL,-0.1296037827183114,1,0
C50-065,L50,NORMAL,-0.07989898848498705,1,0
C39-066,L39,NORMAL,-0.09799093341807313,1,0
C08-012,L08,NORMAL,-0.05916874734769778,1,0
C25-076,L25,NORMAL,-0.11330611103772648,1,0
C11-049,L11,NORMAL,-0.10465876601041735,1,0
C38-038,L38,NORMAL,-0.14015144859208595,1,0
C32-006,L32,NORMAL,-0.09621480803682758,1,0
C42-049,L42,NORMAL,-0.06831058594084194,1,0
C08-007,L08,NORMAL,-0.07371788467706619,1,0
C06-088,L06,LATENT_DEFECT,0.032555403942967076,-1,1
C16-095,L16,LATENT_DEFECT,0.06374778425745564,-1,1
C08-009,L08,NORMAL,-0.06224079073253769,1,0
C41-030,L41,NORMAL,-0.12516196502800248,1,0
C42-008,L42,NORMAL,-0.07300214722373949,1,0
C35-031,L35,NORMAL,-0.11195849218507686,1,0
C17-050,L17,NORMAL,-0.07752874696795531,1,0
C27-091,L27,NORMAL,-0.12138163457186357,1,0
C31-078,L31,NORMAL,-0.12416926591878369,1,0
C29-046,L29,OBVIOUS_FAILURE,0.17886551728046962,-1,1
C24-067,L24,LATENT_DEFECT,0.020918693879435235,-1,1
C41-022,L41,NORMAL,-0.10237413750354157,1,0
C32-020,L32,NORMAL,-0.11695656130956439,1,0
C19-009,L19,LATENT_DEFECT,0.03325567950688213,-1,1
C30-015,L30,NORMAL,-0.09832918470909813,1,0
C04-087,L04,LATENT_DEFECT,-0.00341730342907387,1,0
C48-054,L48,NORMAL,-0.10132743370061875,1,0
C48-064,L48,NORMAL,-0.09340741840547623,1,0
C44-003,L44,NORMAL,-0.13201490143169298,1,0
C19-071,L19,NORMAL,-0.1058324989402567,1,0
C04-014,L04,NORMAL,-0.06343169706477558,1,0
C18-074,L18,NORMAL,-0.13925707364409495,1,0
C18-009,L18,NORMAL,-0.0748906653969208,1,0
C50-056,L50,NORMAL,-0.10512474745869654,1,0
C11-015,L11,OBVIOUS_FAILURE,0.18341515826405452,-1,1
C44-059,L44,NORMAL,-0.1277612497935839,1,0
C10-010,L10,NORMAL,-0.10238755879834577,1,0
C48-049,L48,NORMAL,-0.10413010946445217,1,0
C25-038,L25,NORMAL,-0.08849019831298405,1,0
C26-014,L26,NORMAL,-0.07869774517752509,1,0
C41-044,L41,NORMAL,-0.07784763037577364,1,0
C40-014,L40,NORMAL,-0.13378844953295455,1,0
C28-095,L28,NORMAL,-0.11923997500393335,1,0
C38-097,L38,LATENT_DEFECT,0.006192803257055179,-1,1
C31-058,L31,NORMAL,-0.08235179564717182,1,0
C08-083,L08,NORMAL,-0.07796753308586679,1,0
C33-014,L33,NORMAL,-0.10306498273419346,1,0
C40-062,L40,NORMAL,-0.1295324531354886,1,0
C29-039,L29,NORMAL,-0.10602628760606886,1,0
C47-019,L47,OBVIOUS_FAILURE,0.14938871301133994,-1,1
C33-063,L33,NORMAL,-0.07315359822714934,1,0
C41-016,L41,NORMAL,-0.12672299142581245,1,0
C30-081,L30,NORMAL,-0.11927273693518725,1,0
C25-094,L25,NORMAL,-0.09473948935797238,1,0
C11-053,L11,NORMAL,-0.1092304524909401,1,0
C47-051,L47,NORMAL,-0.10188310527586558,1,0
C06-023,L06,NORMAL,-0.09060135302518907,1,0
C25-083,L25,NORMAL,-0.11475474768422805,1,0
C21-097,L21,NORMAL,-0.08882801719692351,1,0
C45-032,L45,NORMAL,-0.12724436870030564,1,0
C04-009,L04,NORMAL,-0.11054534064326865,1,0
C32-032,L32,LATENT_DEFECT,-0.0025280592484830944,1,0
C08-017,L08,NORMAL,-0.08203714251749633,1,0
C25-029,L25,NORMAL,-0.12044792603673043,1,0
C10-028,L10,NORMAL,-0.12802532996724086,1,0
C48-034,L48,NORMAL,-0.1279899591272633,1,0
C05-006,L05,NORMAL,-0.10838042989463426,1,0
C31-013,L31,NORMAL,-0.12255895772813563,1,0
C05-043,L05,NORMAL,-0.0705374602665248,1,0
C05-022,L05,NORMAL,-0.07052483423481276,1,0
C29-099,L29,NORMAL,-0.06991575640346226,1,0
C42-064,L42,NORMAL,-0.06383373891919203,1,0
C50-007,L50,NORMAL,-0.08839795483268759,1,0
C22-090,L22,LATENT_DEFECT,-0.007752602879849579,1,0
C45-037,L45,NORMAL,-0.11192194907814512,1,0
C45-034,L45,NORMAL,-0.10668604262383646,1,0
C42-017,L42,NORMAL,-0.07996400630363631,1,0
C28-090,L28,NORMAL,-0.11888709815972343,1,0
C05-016,L05,NORMAL,-0.07274819084693895,1,0
C31-039,L31,NORMAL,-0.10087674992719986,1,0
C48-059,L48,NORMAL,-0.12054212876750275,1,0
C47-033,L47,NORMAL,-0.09585356065474887,1,0
C47-065,L47,LATENT_DEFECT,0.07273761928930478,-1,1
C50-040,L50,NORMAL,-0.06887472410792816,1,0
C38-070,L38,NORMAL,-0.12244965686363818,1,0
C40-079,L40,NORMAL,-0.1253719757618747,1,0
C16-073,L16,NORMAL,-0.12632075912014046,1,0
C38-099,L38,NORMAL,-0.13469046923725658,1,0
C45-012,L45,NORMAL,-0.11770134915985303,1,0
C22-010,L22,NORMAL,-0.0809184682684802,1,0
C32-067,L32,OBVIOUS_FAILURE,0.16802194387972513,-1,1
C11-092,L11,NORMAL,-0.07288900748547028,1,0
C32-047,L32,NORMAL,-0.12144036916525669,1,0
C47-053,L47,NORMAL,-0.10297229645762435,1,0
C44-071,L44,NORMAL,-0.07801291430745516,1,0
C18-089,L18,NORMAL,-0.12117445294991414,1,0
C35-026,L35,NORMAL,-0.09182792895421071,1,0
C44-088,L44,NORMAL,-0.11390924770418387,1,0
C27-077,L27,NORMAL,-0.13772520074505873,1,0
C35-085,L35,LATENT_DEFECT,-0.020208750377585072,1,0
C29-015,L29,NORMAL,-0.09133404519215127,1,0
C06-014,L06,LATENT_DEFECT,0.027622297078380598,-1,1
C17-079,L17,NORMAL,-0.11562862519472339,1,0
C47-009,L47,NORMAL,-0.12412842624286585,1,0
C26-049,L26,NORMAL,-0.0998932157563191,1,0
C33-069,L33,NORMAL,-0.1207243612760382,1,0
C18-001,L18,NORMAL,-0.12215140588140799,1,0
C43-088,L43,NORMAL,-0.1271605149125113,1,0
C31-094,L31,NORMAL,-0.07049157587624827,1,0
C46-067,L46,NORMAL,-0.10201418753679087,1,0
C27-068,L27,NORMAL,-0.11133535808708211,1,0
C41-069,L41,NORMAL,-0.09549409227678174,1,0
C46-007,L46,LATENT_DEFECT,0.04848953088212904,-1,1
C27-019,L27,NORMAL,-0.10417728290019324,1,0
C32-065,L32,NORMAL,-0.1296711234202524,1,0
C46-064,L46,NORMAL,-0.09876517327605328,1,0
C25-044,L25,NORMAL,-0.0802457727246022,1,0
C06-074,L06,NORMAL,-0.1018255491971794,1,0
C04-072,L04,NORMAL,-0.05490980617324881,1,0
C17-021,L17,NORMAL,-0.08152603941243297,1,0
C29-041,L29,NORMAL,-0.10261571288635374,1,0
C21-088,L21,NORMAL,-0.0790500995281942,1,0
C08-095,L08,NORMAL,-0.04839911990152029,1,0
C11-084,L11,NORMAL,-0.10710181492815013,1,0
C48-087,L48,NORMAL,-0.11065794970225956,1,0
C38-058,L38,NORMAL,-0.10859013398173906,1,0
C38-065,L38,NORMAL,-0.11546861611763615,1,0
C11-001,L11,OBVIOUS_FAILURE,0.19584498956122476,-1,1
C38-079,L38,NORMAL,-0.13216611553977609,1,0
C40-100,L40,NORMAL,-0.1330563792624097,1,0
C50-075,L50,NORMAL,-0.06129184255444281,1,0
C46-099,L46,NORMAL,-0.09641106805244509,1,0
C38-008,L38,NORMAL,-0.10860193553292985,1,0
C32-023,L32,OBVIOUS_FAILURE,0.1620064701712287,-1,1
C29-064,L29,NORMAL,-0.08619914165569831,1,0
C24-060,L24,NORMAL,-0.10086879373859164,1,0
C33-031,L33,LATENT_DEFECT,0.05340870334985359,-1,1
C35-016,L35,NORMAL,-0.12250283032854381,1,0
C06-006,L06,NORMAL,-0.08944651887657584,1,0
C17-034,L17,NORMAL,-0.11621192238794131,1,0
C22-077,L22,NORMAL,-0.11915870531443079,1,0
C11-027,L11,NORMAL,-0.08394521201064836,1,0
C42-051,L42,NORMAL,-0.10326595417124751,1,0
C31-003,L31,NORMAL,-0.13412969019932908,1,0
C18-099,L18,NORMAL,-0.12986541555682424,1,0
C08-078,L08,NORMAL,-0.08384056833503517,1,0
C27-060,L27,NORMAL,-0.13421736237730836,1,0
C35-009,L35,NORMAL,-0.09488852060471886,1,0
C46-029,L46,NORMAL,-0.08353627677227293,1,0
C38-047,L38,NORMAL,-0.13308977803751443,1,0
C08-087,L08,LATENT_DEFECT,0.041587816587872584,-1,1
C05-099,L05,NORMAL,-0.07453747151909917,1,0
C50-023,L50,NORMAL,-0.06974506132714936,1,0
C29-010,L29,NORMAL,-0.09040991850359631,1,0
C21-051,L21,NORMAL,-0.0827784397989651,1,0
C11-091,L11,LATENT_DEFECT,-0.007564201185003783,1,0
C11-020,L11,NORMAL,-0.09918763756381294,1,0
C38-068,L38,NORMAL,-0.13670602408150173,1,0
C28-029,L28,NORMAL,-0.11158828860316916,1,0
C43-033,L43,NORMAL,-0.13244807664133906,1,0
C38-088,L38,NORMAL,-0.14555860317129182,1,0
C10-030,L10,NORMAL,-0.09134941767350219,1,0
C21-084,L21,NORMAL,-0.10526368771659167,1,0
C32-068,L32,NORMAL,-0.11492238922761133,1,0
C30-041,L30,NORMAL,-0.11653023657485123,1,0
C06-008,L06,NORMAL,-0.1037353827014234,1,0
C10-092,L10,NORMAL,-0.12426242219133621,1,0
C45-008,L45,NORMAL,-0.11298730640818555,1,0
C30-010,L30,NORMAL,-0.11565989511964991,1,0
C31-038,L31,NORMAL,-0.08340753550882385,1,0
C48-098,L48,LATENT_DEFECT,0.01363862326939791,-1,1
C17-093,L17,NORMAL,-0.10236100807916015,1,0
C45-087,L45,NORMAL,-0.11258934386693803,1,0
C22-087,L22,NORMAL,-0.08524461314341164,1,0
C22-086,L22,NORMAL,-0.10635883349386166,1,0
C27-051,L27,NORMAL,-0.11750342435561173,1,0
C47-071,L47,NORMAL,-0.09120447690262873,1,0
C30-065,L30,NORMAL,-0.06036213623761072,1,0
C41-009,L41,LATENT_DEFECT,0.030752403755868185,-1,1
C27-031,L27,NORMAL,-0.09219718843805591,1,0
C26-011,L26,OBVIOUS_FAILURE,0.20554992932538796,-1,1
C26-077,L26,NORMAL,-0.1128023806875098,1,0
C43-075,L43,NORMAL,-0.10777865323560482,1,0
C29-098,L29,NORMAL,-0.04940285633343905,1,0
C04-084,L04,NORMAL,-0.09917073082933625,1,0
C42-061,L42,NORMAL,-0.08087071908811366,1,0
C41-003,L41,NORMAL,-0.10538259484777607,1,0
C04-021,L04,NORMAL,-0.07905007001737802,1,0
C31-006,L31,NORMAL,-0.11518924894122734,1,0
C28-028,L28,NORMAL,-0.10970624437022575,1,0
C35-023,L35,NORMAL,-0.09790211596829007,1,0
C41-055,L41,NORMAL,-0.12553910586463973,1,0
C26-006,L26,NORMAL,-0.10037772643198895,1,0
C38-034,L38,NORMAL,-0.12817137110413135,1,0
C29-031,L29,NORMAL,-0.10273903714226984,1,0
C27-063,L27,NORMAL,-0.10547536372266719,1,0
C50-089,L50,NORMAL,-0.035726864003855,1,0
C46-042,L46,NORMAL,-0.10707933121835633,1,0
C38-033,L38,NORMAL,-0.12226047232847564,1,0
C19-074,L19,NORMAL,-0.1180600148144742,1,0
C29-011,L29,NORMAL,-0.02990353170986454,1,0
C47-057,L47,NORMAL,-0.1003204176673484,1,0
C35-096,L35,NORMAL,-0.08336340152107236,1,0
C18-084,L18,NORMAL,-0.1392281200840344,1,0
C21-099,L21,NORMAL,-0.10220406519059783,1,0
C05-057,L05,NORMAL,-0.0695563256068163,1,0
C41-062,L41,NORMAL,-0.09222595985280363,1,0
C18-087,L18,NORMAL,-0.10642923459869041,1,0
C50-098,L50,LATENT_DEFECT,0.03244851591336584,-1,1
C33-024,L33,NORMAL,-0.09488105246606077,1,0
C27-013,L27,NORMAL,-0.07884518576505001,1,0
C43-086,L43,NORMAL,-0.11535305763277459,1,0
C50-067,L50,LATENT_DEFECT,-0.0060960995189248135,1,0
C44-053,L44,NORMAL,-0.12677092134324924,1,0
C47-063,L47,LATENT_DEFECT,-0.007270776653549915,1,0
C32-026,L32,NORMAL,-0.12585828331154614,1,0
C26-054,L26,NORMAL,-0.11592396024815205,1,0
C27-006,L27,NORMAL,-0.11656729027146467,1,0
C39-038,L39,NORMAL,-0.10623386436169857,1,0
C45-092,L45,NORMAL,-0.07638760516024196,1,0
C10-059,L10,NORMAL,-0.1373696223026526,1,0
C42-044,L42,NORMAL,-0.08606264001996378,1,0
C04-079,L04,NORMAL,-0.09393689341240319,1,0
C48-100,L48,NORMAL,-0.09969743733309439,1,0
C45-077,L45,NORMAL,-0.12064240314083757,1,0
C21-057,L21,NORMAL,-0.09683139952705677,1,0
C19-007,L19,NORMAL,-0.10407772641967966,1,0
C35-046,L35,NORMAL,-0.12025872413154493,1,0
C40-091,L40,NORMAL,-0.126210041829174,1,0
C46-045,L46,NORMAL,-0.06791492507385011,1,0
C08-081,L08,NORMAL,-0.0648824454229846,1,0
C19-048,L19,NORMAL,-0.11648804357868286,1,0
C46-082,L46,NORMAL,-0.09403772524826082,1,0
C38-052,L38,NORMAL,-0.11156787890406439,1,0
C42-085,L42,LATENT_DEFECT,0.025812284198532764,-1,1
C17-016,L17,NORMAL,-0.1191091838557457,1,0
C38-041,L38,NORMAL,-0.13969153132993156,1,0
C16-087,L16,NORMAL,-0.13527687995348542,1,0
C44-092,L44,NORMAL,-0.11894957120346739,1,0
C24-094,L24,NORMAL,-0.09448269676835919,1,0
C08-006,L08,NORMAL,-0.07863359047244978,1,0
C06-010,L06,NORMAL,-0.08837528909590975,1,0
C32-045,L32,NORMAL,-0.08267579806847342,1,0
C40-098,L40,LATENT_DEFECT,-0.02542473238014381,1,0
C50-070,L50,NORMAL,-0.1084979967287823,1,0
C32-084,L32,LATENT_DEFECT,-0.0017311812657376802,1,0
C18-086,L18,NORMAL,-0.1341130246787674,1,0
C46-014,L46,NORMAL,-0.11692657810840429,1,0
C19-018,L19,NORMAL,-0.09018880560635095,1,0
C41-027,L41,LATENT_DEFECT,0.005308755152605982,-1,1
C33-067,L33,NORMAL,-0.0800055393702434,1,0
C05-092,L05,NORMAL,-0.10123731347619114,1,0
C45-058,L45,NORMAL,-0.06372690776649953,1,0
C38-084,L38,NORMAL,-0.12308352036105952,1,0
C24-066,L24,NORMAL,-0.08086990088746432,1,0
C10-084,L10,NORMAL,-0.12935661411095556,1,0
C41-040,L41,NORMAL,-0.10508656494374446,1,0
C19-016,L19,NORMAL,-0.11320492476667388,1,0
C45-033,L45,NORMAL,-0.10927360412877746,1,0
C06-078,L06,NORMAL,-0.09334359905090206,1,0
C19-089,L19,NORMAL,-0.12587495408423405,1,0
C32-004,L32,NORMAL,-0.12448482440012437,1,0
C24-046,L24,NORMAL,-0.1115213633937035,1,0
C41-047,L41,NORMAL,-0.10914598163740524,1,0
C11-072,L11,NORMAL,-0.0838497096668645,1,0
C26-036,L26,NORMAL,-0.1069675318802169,1,0
C39-006,L39,NORMAL,-0.09267297823464465,1,0
C19-094,L19,NORMAL,-0.10325850636598316,1,0
C41-045,L41,NORMAL,-0.12671221513945058,1,0
C47-039,L47,NORMAL,-0.10405861390646093,1,0
C11-086,L11,NORMAL,-0.10782481656552412,1,0
C50-030,L50,NORMAL,-0.12073018555434156,1,0
C10-014,L10,NORMAL,-0.13985855763752392,1,0
C50-092,L50,NORMAL,-0.08441526289706769,1,0
C25-050,L25,NORMAL,-0.06440965515109504,1,0
C21-008,L21,NORMAL,-0.09815258828069073,1,0
C16-075,L16,NORMAL,-0.1254921256091806,1,0
C44-070,L44,LATENT_DEFECT,0.02732959740310159,-1,1
C18-056,L18,NORMAL,-0.1354972214220206,1,0
C10-048,L10,NORMAL,-0.1291101007643941,1,0
C43-008,L43,NORMAL,-0.107466390971584,1,0
C18-066,L18,OBVIOUS_FAILURE,0.12455967178035077,-1,1
C40-036,L40,NORMAL,-0.1192830642699913,1,0
C41-043,L41,NORMAL,-0.11290974343364568,1,0
C48-062,L48,NORMAL,-0.13678131384752978,1,0
C42-080,L42,NORMAL,-0.10086556870729535,1,0
C41-098,L41,NORMAL,-0.10629072072918344,1,0
C31-061,L31,NORMAL,-0.12440536703610211,1,0
C46-016,L46,NORMAL,-0.08636190687677181,1,0
C44-024,L44,NORMAL,-0.0874771962877689,1,0
C24-048,L24,NORMAL,-0.1199036443700357,1,0
C06-095,L06,NORMAL,-0.11052428261930186,1,0
C27-048,L27,NORMAL,-0.11800075333627563,1,0
C11-089,L11,OBVIOUS_FAILURE,0.16302421973167036,-1,1
C29-042,L29,NORMAL,-0.08170889562000122,1,0
C24-082,L24,NORMAL,-0.08358608543246437,1,0
C31-063,L31,NORMAL,-0.11624235063799371,1,0
C35-067,L35,NORMAL,-0.11287290336747041,1,0
C41-099,L41,NORMAL,-0.11420955403730526,1,0
